REFERENCIA	DESCRIPCION_REF	STOCK_TOTAL_PORTABILIDAD	STOCK_DISPONIBLE_PORTABILIDAD	COMPROMETIDO_PORTABILIDAD	PENDIENTE_PORTABILIDAD	STOCK_TOTAL_NO_PORTABILIDAD	DISPONIBLE_NO_PORTABILIDAD	COMPROMETIDO_NO_PORTABILIDAD	PENDIENTE_NO_PORTABILIDAD
1080049	WP POSPAGO RESIDENCIAL 64K HLR62 ORANGE	0	0	0	0	0	0	0	0
1080051	WP POSPAGO EMPRESAS 64K HLR31 ORANGE	0	0	0	0	0	0	0	0
1080053	WP POSPAGO EMPRESAS 64K HLR62 ORANGE	0	0	0	0	0	0	0	0
1111112	PEDIDO SIN MOVIL	0	0	0	0	0	0	0	0
1130945	cargadores Toshiba G710	0	0	0	0	0	0	0	0
20000	Altavoces N-95   	0	0	0	0	0	0	0	0
30000	Tarjeta memoria Nokia 2 GB  	0	0	0	0	0	0	0	0
3000002	BLACKBERRY 8100	0	0	0	0	0	0	0	0
3000074	NOKIA 6300	0	0	0	0	0	0	0	0
3000097	LG KP100 (RUBY)	0	0	0	0	0	0	0	0
3000106	SONYERICSSON W580 BLANCO	0	0	0	0	0	0	0	0
3000109	SAMSUNG B300 PLATA	0	0	0	0	0	0	0	0
3000110	SE T303 (HANNA) PLATA	0	0	0	0	0	0	0	0
3000113	SE W580i ROSA HELLO KITTY	0	0	0	0	0	0	0	0
3000114	SE W580I+MEMORIA 1GB POS	0	0	0	0	0	0	0	0
3000129	MANDARINA DUCK MOON BLANCO	0	0	0	0	0	0	0	0
3000130	MANDARINA DUCK MOON ROSA	0	0	0	0	0	0	0	0
3000132	MOTOROLA EM325 DUO BLANCO	0	0	0	0	0	0	0	0
3000135	BLACKBERRY 8220 PLATA (KICKSTART)	0	0	0	0	0	0	0	0
3000147	SE T303 ROSA HELLO KITTY	0	0	0	0	0	0	0	0
3000157	BLACKBERRY 8100 APORTACIÓN	0	0	0	0	0	0	0	0
3000159	SAMSUNG E1360 (Gaia S) NEGRO	0	0	0	0	0	0	0	0
3000161	ORANGE VEGAS NEGRO CON MEMORIA 1GB	0	0	0	0	0	0	0	0
3000165	BLACKBERRY 8900 UMA	0	0	0	0	0	0	0	0
3000166	BLACKBERRY 8220 UM	0	0	0	0	0	0	0	0
3000171	NOKIA 1661 NEGRO POS	0	0	0	0	0	0	0	0
3000172	SE W205 BLANCO	0	0	0	0	0	0	0	0
3000173	SAMSUNG C280 NARANJA	0	0	0	0	0	0	0	0
3010009	NOKIA 6151 UMTS	0	0	0	0	0	0	0	0
3010015	SONYERICSSON W880I UMTS	0	0	0	0	0	0	0	0
3010022	NOKIA N95 UMTS	0	0	0	0	0	0	0	0
3010035	NOKIA N73 NEGRO UMTS	0	0	0	0	0	0	0	0
3010037	NOKIA 6555 PLATA/NEGRO UMTS	0	0	0	0	0	0	0	0
3010046	SONYERICSSON W910 NEGRO UMTS	0	0	0	0	0	0	0	0
3010052	HTC TOUCH DIAMOND UMTS	0	0	0	0	0	0	0	0
3010056	SE W910i BLANCO UMTS	0	0	0	0	0	0	0	0
3010061	SAMSUNG F480 PLATA/NEGRO UMTS	0	0	0	0	0	0	0	0
3010070	HTC TOUCH DIAMOND GOLD UMTS	0	0	0	0	0	0	0	0
3010076	NOKIA N86 POS UMTS	0	0	0	0	0	0	0	0
3010078	NOKIA N97 POS UMTS	0	0	0	0	0	0	0	0
3010081	NOVATEL MiFi 2352 UMTS	0	0	0	0	0	0	0	0
3010084	LG GW520 (CALISTO) BLANCO UMTS	0	0	0	0	0	0	0	0
3010089	ORANGE BOSTON NEGRO UMTS	0	0	0	0	0	0	0	0
3020025	ALCATEL OT-C701NEGRO SIG	0	0	0	0	0	0	0	0
3020026	ALCATEL OT-C701 CALABAZA SIG	0	0	0	0	0	0	0	0
3020028	NOKIA 3109 SIG	0	0	0	0	0	0	0	0
3020036	BLACKBERRY 8120 POS SIG	0	0	0	0	0	0	0	0
3020049	NOKIA 2630 BLANCO SIG	0	0	0	0	0	0	0	0
3020072	SAMSUNG C3050 (Stratus S) NEGRO SIG	0	0	0	0	0	0	0	0
3020075	SAMSUNG S5230 STAR (ELY) NEGRO SIG	0	0	0	0	0	0	0	0
3020077	NOKIA 2330 PLATA POS SIG	0	0	0	0	0	0	0	0
3020081	ALCATEL 708 AZUL SIG	0	0	0	0	0	0	0	0
3020083	SAMSUNG S3650 BLANCO SIG	0	0	0	0	0	0	0	0
3020093	ORANGE MIAMI BLANCO SIG	0	0	0	0	0	0	0	0
3020094	ORANGE MIAMI NEGRO SIG	0	0	0	0	0	0	0	0
3020096	SAMSUNG C3050 NEGRO 2GB SIG	0	0	0	0	0	0	0	0
3020100	SAMSUNG C3050 (Stratus S) NEGRO SIG	0	0	0	0	0	0	0	0
3030038	OPTION GLOBE 3G HSDPA 3.6/7.2 UMTS SIG	0	0	0	0	0	0	0	0
3030045	SAMSUNG Z240 UMTS SIG	0	0	0	0	0	0	0	0
3030047	HTC P3450 (ELF) UMTS SIG	0	0	0	0	0	0	0	0
3030055	OPTION MODEM ICON2 7.2 B2B UMTS SIG	0	0	0	0	0	0	0	0
3030058	OPTION MODEM ICON 2 7, 2S B2C UMTS SIG	0	0	0	0	0	0	0	0
3030061	LG KU380 (JAVELIN) BLANCO UMTS SIG	0	0	0	0	0	0	0	0
3030069	OPTION MODEM USB GI225 (HSDPA) IMTS SIG	0	0	0	0	0	0	0	0
3030075	NOKIA 6500 SLIDE PLATA UMTS SIG	0	0	0	0	0	0	0	0
3030078	MOTOROLA V9 (EMERALD) UMTS SIG	0	0	0	0	0	0	0	0
3030083	HUAWEI E170 HSUPA STICK UMTS SIG	0	0	0	0	0	0	0	0
3030091	BLACKBERRY 8120 PINK  SIG	0	0	0	0	0	0	0	0
3030093	LG KF700 (VIRGO) UMTS SIG	0	0	0	0	0	0	0	0
3030096	NOKIA N95 8GB UMTS SIG	0	0	0	0	0	0	0	0
3030106	LG KF310 VERDE UMTS SIG	0	0	0	0	0	0	0	0
3030107	LG KF310 ROJO UMTS SIG	0	0	0	0	0	0	0	0
3030110	NOKIA 6600 FOLD PURPLE UMTS SIG	0	0	0	0	0	0	0	0
3030112	SAMSUNG S7330 NEGRO UMTS SIG	0	0	0	0	0	0	0	0
3030113	SAMSUNG F480 ROSA POS UMTS SIG	0	0	0	0	0	0	0	0
3030115	HUAWEI E170 HSUPA STICK UMTS SIG	0	0	0	0	0	0	0	0
3030116	OPTION GLOBE 3G HSDPA 3.6/7.2 UMTS SIG	0	0	0	0	0	0	0	0
3030117	OPTION MODEM USB GI225 (HSDPA) IMTS SIG	0	0	0	0	0	0	0	0
3030128	NOKIA 5800 UMTS SIG	0	0	0	0	0	0	0	0
3030138	HUAWEI E160E BEW UMTS SIG	0	0	0	0	0	0	0	0
3030141	SAMSUNG S5600 (Preston) POS UMTS SIG	0	0	0	0	0	0	0	0
3030147	SE W595 BLANCO/ROJO ( LINDA) PO	0	0	0	0	0	0	0	0
3030148	SE W595s AZUL (LINETTE) POS UMTS SIG	0	0	0	0	0	0	0	0
3030150	LG KU990i NEGRO POS UMTS SIG	0	0	0	0	0	0	0	0
3030154	NOKIA 5800  BUNDDLE POS UMTS SIG	0	0	0	0	0	0	0	0
3030156	LG GW520 (CALISTO) PLATA POS UMTS SIG	0	0	0	0	0	0	0	0
3030157	NOKIA 6700 PLATA POS UMTS SIG	0	0	0	0	0	0	0	0
3030166	LG KU990i BLANCO POS UMTS SIG	0	0	0	0	0	0	0	0
3030171	NOKIA 5230 POS UMTS SIG	0	0	0	0	0	0	0	0
3030179	HTC TATTOO AZUL (CLICK) POS UMTS SIG	0	0	0	0	0	0	0	0
3030181	ORANGE OSLO NEGRO UMTS SIG	0	0	0	0	0	0	0	0
3030182	ORANGE OSLO BLANCO UMTS SIG	0	0	0	0	0	0	0	0
3030186	HUAWEI E1552 NEGRO IEW PREPAGO UMTS SIG	0	0	0	0	0	0	0	0
3030187	HUAWEI E1552 PREPAGO ISE HOME UMTS SIG	0	0	0	0	0	0	0	0
3030194	NOKIA N97 mini NEGRO POS UMTS SIG	0	0	0	0	0	0	0	0
3030201	LG BL20 NEGRO-ROJO POS UMTS SIG	0	0	0	0	0	0	0	0
3030202	LG BL20 AZUL-PLATA POS UMTS SIG	0	0	0	0	0	0	0	0
3030207	LG GU280 ROJO-BLANCO UMTS SIG	0	0	0	0	0	0	0	0
3030208	NOKIA 5230 BLANCO+ROJO POS UMTS SIG	0	0	0	0	0	0	0	0
3030211	NOKIA N97 MINI BLANCO POS UMTS SIG	0	0	0	0	0	0	0	0
3030213	SAMSUNG i5700 BLANCO UMTS SIG	0	0	0	0	0	0	0	0
3030214	SAMSUNG i5700 NEGRO UMTS SIG	0	0	0	0	0	0	0	0
3030218	SAMSUNG F480 PLATA/NEGRO POS UMTS SIG	0	0	0	0	0	0	0	0
3030220	NOKIA E72 NEGRO UMTS SIG	0	0	0	0	0	0	0	0
3030222	SAMSUNG F480 BLANCO POS UMTS SIG	0	0	0	0	0	0	0	0
3030225	ZTE MF637 NEGRO PREPAGO UMTS SIG	0	0	0	0	0	0	0	0
3030232	NOKIA N97 MINI NEGRO NAVI UMTS SIG	0	0	0	0	0	0	0	0
3030265	SE XPERIA X8 BLANCO SHAKIRA UMTS SIG	0	0	0	0	0	0	0	0
3100083	SIM PREPAGO DATOS HUAWEI IEW 3,91 eur	0	0	0	0	0	0	0	0
3100131	SIM PREPAGO 12 eur	0	0	0	0	0	0	0	0
3100132	SCRATCH CARD 300 eur SERVICIOS 3G	0	0	0	0	0	0	0	0
3100133	SIM PREPAGO 64K ORANGE 12 EUR 2010	0	0	0	0	0	0	0	0
3100215	SIM PREPAGO DATOS ZTE IEW 3,91 EUR	0	0	0	0	0	0	0	0
3200075	PACK LG KG275 (JUMONG)	0	0	0	0	0	0	0	0
3200076	LG KG290 (RHINO)	0	0	0	0	0	0	0	0
3200081	PACK SONYERICSSON Z310I AZUL	0	0	0	0	0	0	0	0
3200083	PACK LG KG375 (LYNX)	0	0	0	0	0	0	0	0
3200085	PACK NOKIA  2760	0	0	0	0	0	0	0	0
3200086	PACK SONYERICSSON J120I	0	0	0	0	0	0	0	0
3200089	PACK NOKIA 2760 GREY UNICEF	0	0	0	0	0	0	0	0
3200131	PACK ALCATEL S320 NARANJA	0	0	0	0	0	0	0	0
3200134	PACK SE T303 PLATA	0	0	0	0	0	0	0	0
3200159	PACK SAMSUNG E1360 (Gaia S) NEGRO	0	0	0	0	0	0	0	0
3200160	PACK ORANGE VEGAS BLANCO	0	0	0	0	0	0	0	0
3200161	PACK ORANGE VEGAS NEGRO 1GB	0	0	0	0	0	0	0	0
3200164	PACK SAMSUNG E1360 (GAIA S) BLANCO	0	0	0	0	0	0	0	0
3200171	PACK NOKIA 1661 NEGRO	0	0	0	0	0	0	0	0
3200172	PACK SE W205 BLANCO	0	0	0	0	0	0	0	0
3200173	PACK SAMSUNG C280 NARANJA	0	0	0	0	0	0	0	0
3200179	PACK HUAWEI E1552 PREPAGO ISE HOME	0	0	0	0	0	0	0	0
3200184	PACK HUAWEI E1552 BLANCO IEW PREPAGO	0	0	0	0	0	0	0	0
3210015	PACK LG KU250 (TOW) UMTS	0	0	0	0	0	0	0	0
3220025	PACK ALCATEL OT-C701 NEGRO SIG	0	0	0	0	0	0	0	0
3220026	PACK ALCATEL OT-C701 CALABAZA SIG	0	0	0	0	0	0	0	0
3220032	PACK NOKIA 2630 SIG	0	0	0	0	0	0	0	0
3220040	PACK SE W380i PURPLE SIG	0	0	0	0	0	0	0	0
3220044	PACK SONYERICSSON W200i WHITE LOS 40 SIG	0	0	0	0	0	0	0	0
3220045	PACK SONYERICSSON W200i 40PPLES+ALTAVO S	0	0	0	0	0	0	0	0
3220055	PACK NOKIA 2680 AZUL SIG	0	0	0	0	0	0	0	0
3220056	PACK NOKIA 2680 NARANJA SIG	0	0	0	0	0	0	0	0
3220077	PACK NOKIA 2330 PLATA SIG	0	0	0	0	0	0	0	0
3220081	PACK ALCATEL 708 AZUL SIG	0	0	0	0	0	0	0	0
3230035	PACK SAMSUNG Z170 UMTS SIGU	0	0	0	0	0	0	0	0
3230071	PACK OPTION INCID. ICOM 7.20 UMTS SIG	0	0	0	0	0	0	0	0
3230086	PACK HUAWEI INIC.E960 UMTS SIG	0	0	0	0	0	0	0	0
3230106	PACK LG KF310 VERDE UMTS SIG	0	0	0	0	0	0	0	0
3230107	PACK LG KF310 ROJO UMTS SIG	0	0	0	0	0	0	0	0
3230149	PACK HUAWEI E160E IEW PREPAGO PENINSULA	0	0	0	0	0	0	0	0
3230152	PACK HUAWEI W160 IEW PREPAGO	0	0	0	0	0	0	0	0
3230225	PACK ZTE MF637 NEGRO PREPAGO UMTS SIG	0	0	0	0	0	0	0	0
3240007	NOKIA 6151 POSPAGO M UMTS	0	0	0	0	0	0	0	0
3240008	SONYERICSSON Z610i NEGRO POSPG M UMTS SI	0	0	0	0	0	0	0	0
3240009	SAMSUNG Z240 POSPAGO M UMTS	0	0	0	0	0	0	0	0
3240011	SONYERICSSON Z610i AZUL POSPG M UMTS SIG	0	0	0	0	0	0	0	0
3240012	NOKIA N70 UMTS M POSTPAGO ORANGE	0	0	0	0	0	0	0	0
3240013	SONYERICSSON W880i POSPAGO M UMTS	0	0	0	0	0	0	0	0
3240014	SONYERISSON Z6101 NEGROPOS M UMT PIRATA	0	0	0	0	0	0	0	0
3240019	LG KU250 TOW POSPAGO UMTS	0	0	0	0	0	0	0	0
3240020	SAMSUNG Z170 (ECLIPSE) POS M UMTS SIG	0	0	0	0	0	0	0	0
3240026	SAMSUNG Z170POS M UMTS SIG+CARKT BTOOTH	0	0	0	0	0	0	0	0
3240034	NOKIA N80 SILVER POS M	0	0	0	0	0	0	0	0
3240036	SONYERICSSON W660I (FAYE) NEGRO POS M SIG	0	0	0	0	0	0	0	0
3240038	NOKIA N80 NEGRO POS M	0	0	0	0	0	0	0	0
3240042	NOKIA N73 NEGRO POSPAGO	0	0	0	0	0	0	0	0
3240043	SAMSUNG Z240 VL UMTS SIG POS M	0	0	0	0	0	0	0	0
3240044	LG KU380(JAVELIN) AZUL POS UMTS SIG M	0	0	0	0	0	0	0	0
3240050	OPTION MODEM ICON 7.2S B2C+CD POS M SIG	0	0	0	0	0	0	0	0
3240051	LG KU580 ( HERO) POS UMTS SIG M	0	0	0	0	0	0	0	0
3240053	SAMSUNG P180 (ALBIS) UMA SIG POS M	0	0	0	0	0	0	0	0
3240054	NOKIA 6301 UMA SIG POS M	0	0	0	0	0	0	0	0
3240055	SAMSUNG U700 (ALEX) PLATA UMTS POS M	0	0	0	0	0	0	0	0
3240056	SAMSUNG U700 (ALEX) NEGRO UMTS POS M	0	0	0	0	0	0	0	0
3240058	SAMSUNG L760 AZUL (AIMO) UMTS POS M	0	0	0	0	0	0	0	0
3240061	LG KU380 ( JAVELIN) BLANCO M POS UMTS SIG	0	0	0	0	0	0	0	0
3240063	SAMSUNG J750 (VIENTO) M POS UMTS SIG	0	0	0	0	0	0	0	0
3240064	SONYERICSSON Z610 PIOLIN POS M	0	0	0	0	0	0	0	0
3240068	LG KU990 POS M UMTS	0	0	0	0	0	0	0	0
3240071	SONYERICSSON K530I + M/L BLUETOOTH POS M	0	0	0	0	0	0	0	0
3240073	SONYERICSSON W380I 40 PPLES POS M	0	0	0	0	0	0	0	0
3240074	SONYERICSSON K770I 40 PPLES POS M	0	0	0	0	0	0	0	0
3240076	SONYERICSSON W910I NEGRO POS M	0	0	0	0	0	0	0	0
3240077	SAMSUNG Z240 V&L CAMISETA POS M	0	0	0	0	0	0	0	0
3240082	MOTOROLA V9 UMTS SIG POS M	0	0	0	0	0	0	0	0
3240083	NOKIA 6500 SLIDE NEGRO UMTS SIG POS M	0	0	0	0	0	0	0	0
3240087	NOKIA N95 8GB UMTS SIG POS M	0	0	0	0	0	0	0	0
3240088	SAMSUNG L170 (KARAT) PLATA UMTS POS M	0	0	0	0	0	0	0	0
3240093	SE W910I BLANCO UMTS POS M	0	0	0	0	0	0	0	0
3240094	SE W910I BLANCO+MEMORIA 2GB POS M	0	0	0	0	0	0	0	0
3240095	SE W910I NEGRO+MEMORIA 2GB POS M	0	0	0	0	0	0	0	0
3240098	SAMSUNG L170 (KARAT) NEGRO UMTS POS M	0	0	0	0	0	0	0	0
3240105	SAMSUNG L770 (TOPAZ) NEGRO UMTS POS M	0	0	0	0	0	0	0	0
3240106	BLACKBERRY 8100 POS M + FUNDA	0	0	0	0	0	0	0	0
3240131	NOKIA N95 + MICROSD 4GB UMTS POS M	0	0	0	0	0	0	0	0
3240132	SE W910i GRIS LOS 40 UMTS POS M	0	0	0	0	0	0	0	0
3240133	LG KS360 AQUA/BLUE I LOVE MENSAJES POS	0	0	0	0	0	0	0	0
3240135	SE T303 ROSA HELLO KITTY POS M	0	0	0	0	0	0	0	0
3240136	LG KP501 BLANCO SIG I LOVE MI GENT POS M	0	0	0	0	0	0	0	0
3240137	LG KP501 PLATA SIG I LOVE MI GENTE POS M	0	0	0	0	0	0	0	0
3240140	HUAWEI E160E IEW PRO POS M	0	0	0	0	0	0	0	0
3240142	BLACKBERRY 8900 UMA + TELMAP P	0	0	0	0	0	0	0	0
3240143	OPTION G10225  IEW PRO POS M	0	0	0	0	0	0	0	0
3240145	LG KU990I NEGRO (TV) UMTS SIG POS M	0	0	0	0	0	0	0	0
3240151	HUAWEI E160E + MEDION AKOYA POS M	0	0	0	0	0	0	0	0
3240152	HUAWEI E160E + PC SAMSUNG N310 POS M	0	0	0	0	0	0	0	0
3240153	SE F100i VIOLETA + COLGANTE P	0	0	0	0	0	0	0	0
3240159	NOKIA 2720 FOLD NEGRO UNICEF POS M	0	0	0	0	0	0	0	0
3240161	HUAWEI E1752 +PC C. MINI CQ10 POS M	0	0	0	0	0	0	0	0
3240162	HUAWEI E1752 +DIPTICO IEW PRO POS M	0	0	0	0	0	0	0	0
3240164	SE W205 ROSA DIA DE LA MADRE P	0	0	0	0	0	0	0	0
3240176	NOKIA C3 GRIS UNICEF POS M	0	0	0	0	0	0	0	0
3240178	LG KU990i BLANCO + ALTAVOCES UMTS POS M	0	0	0	0	0	0	0	0
3240937	SONYERICSSON W660 MANA M	0	0	0	0	0	0	0	0
3240938	SONYERICSSON MANA W200 POS M	0	0	0	0	0	0	0	0
3240939	LG KU250 MANA POS M	0	0	0	0	0	0	0	0
3300001	NOKIA 6136 POSTPAGO	0	0	0	0	0	0	0	0
3300007	NOKIA 6103 POSPAGO	0	0	0	0	0	0	0	0
3300013	SONYERICSSON K320i POSTPAGO	0	0	0	0	0	0	0	0
3300023	NOKIA 5200 TARJETA UNICA RES POS	0	0	0	0	0	0	0	0
3300059	SONYERICSSON Z310I NEGRO POS	0	0	0	0	0	0	0	0
3300063	MOTOROLA K1 (CANARY) POSPAGO	0	0	0	0	0	0	0	0
3300076	LG KG290 (RHINO) POS	0	0	0	0	0	0	0	0
3300078	BLACKBERRY 8820 POS	0	0	0	0	0	0	0	0
3300081	SONYERICSSON Z310I AZUL POS	0	0	0	0	0	0	0	0
3300084	MOTOROLA W377 POS	0	0	0	0	0	0	0	0
3300085	NOKIA 2760 POS	0	0	0	0	0	0	0	0
3300087	BLACKBERRY 8320 UMA POS	0	0	0	0	0	0	0	0
3300099	TOSHIBA G710 POS	0	0	0	0	0	0	0	0
3300102	MOROTOLA W377 ROSA POSPAGO	0	0	0	0	0	0	0	0
3300103	LG KP100 (RUBY) POS	0	0	0	0	0	0	0	0
3300114	SE W580I+MEMORIA 1GB POS	0	0	0	0	0	0	0	0
3300115	MOTOROLA W377 GRIS DEGRADADO POS	0	0	0	0	0	0	0	0
3300129	MANDARINA DUCK MOON BLANCO POS	0	0	0	0	0	0	0	0
3300130	MANDARINA DUCK MOON ROSA POS	0	0	0	0	0	0	0	0
3300133	MOTOROLA EM325 DUO ROJO POS	0	0	0	0	0	0	0	0
3300135	BLACKBERRY 8220 PLATA (KICKSTART) POS	0	0	0	0	0	0	0	0
3300136	BLACKBERRY 8900 (JAVELIN) POS	0	0	0	0	0	0	0	0
3300140	MOTOROLA EM325 DUO ROJO LOS 40 POS	0	0	0	0	0	0	0	0
3300147	SE T303 ROSA HELLO KITTY POS	0	0	0	0	0	0	0	0
3300159	SAMSUNG E1360 (Gaia S) NEGRO	0	0	0	0	0	0	0	0
3300160	ORANGE VEGAS BLANCO 1GB POS	0	0	0	0	0	0	0	0
3300161	ORANGE VEGAS NEGRO POS	0	0	0	0	0	0	0	0
3300165	BLACKBERRY 8900 UMA POS	0	0	0	0	0	0	0	0
3300166	BLACKBERRY 8220 UMA POS	0	0	0	0	0	0	0	0
3300171	NOKIA 1661 NEGRO POS	0	0	0	0	0	0	0	0
3300172	SE W205 BLANCO POS	0	0	0	0	0	0	0	0
3300173	SAMSUNG C280 NARANJA POS	0	0	0	0	0	0	0	0
3300185	ALCATEL 222 ROJO	0	0	0	0	0	0	0	0
3300189	ALCATEL 222 BLANCO POS	0	0	0	0	0	0	0	0
3300193	NOKIA 1616 NEGRO POS	0	0	0	0	0	0	0	0
3300194	SAMSUNG E1150 ROJO POS	0	0	0	0	0	0	0	0
3310004	SONYERICSSON Z6101 POSPAGO UMTS	0	0	0	0	0	0	0	0
3310017	NOKIA E65 POSPAGO UMTS	0	0	0	0	0	0	0	0
3310035	NOKIA N73 NEGRO POS UMTS	0	0	0	0	0	0	0	0
3310036	HUAWEI MODEM USB E-220 POS UMTS	0	0	0	0	0	0	0	0
3310037	NOKIA 6555 PLATA/NEGRO POS UMTS	0	0	0	0	0	0	0	0
3310041	SAMSUNG L760 AZUL (AIMO) POST UMTS	0	0	0	0	0	0	0	0
3310042	SAMSUNG U700 PLATA POS UMTS	0	0	0	0	0	0	0	0
3310043	SAMSUNG U700 NEGRO POST UMTS	0	0	0	0	0	0	0	0
3310044	NOKIA E51 POSPAGO UMTS	0	0	0	0	0	0	0	0
3310045	SAMSUNG U700 VIOLETA POS UMTS	0	0	0	0	0	0	0	0
3310047	NOKIA 6500 CLASSIC POS UMTS	0	0	0	0	0	0	0	0
3310053	BLACKBERRY 9000 POS UMTS	0	0	0	0	0	0	0	0
3310057	SE W910I NEGRO+MEMORIA 2GB POS UMTS	0	0	0	0	0	0	0	0
3310060	SAMSUNG L170 (KARAT) NEGRO PO	0	0	0	0	0	0	0	0
3310061	SAMSUNG F480 PLATA/NEGRO POS UMTS	0	0	0	0	0	0	0	0
3310063	SE W910i GRIS LOS 40 POS UMTS	0	0	0	0	0	0	0	0
3310064	NOKIA N96 POS UMTS	0	0	0	0	0	0	0	0
3310066	SAMSUNG J400 ROJO POS UMTS	0	0	0	0	0	0	0	0
3310067	SAMSUNG J400 ROSA POS UMTS	0	0	0	0	0	0	0	0
3310068	SAMSUNG U700 AZUL POS UMTS	0	0	0	0	0	0	0	0
3310072	HTC TOUCH DIAMOND 2 POS UMTS	0	0	0	0	0	0	0	0
3310074	NOKIA E63 UMTS	0	0	0	0	0	0	0	0
3310077	HTC HERO BLANCO POS UMTS	0	0	0	0	0	0	0	0
3310078	NOKIA N97 POS UMTS	0	0	0	0	0	0	0	0
3310080	SONY ERICSON JALOU	0	0	0	0	0	0	0	0
3310081	NOVATEL MiFi 2352 POS UMTS	0	0	0	0	0	0	0	0
3310089	ORANGE BOSTON NEGRO UMTS	0	0	0	0	0	0	0	0
3310116	SE XPERIA X8 NEGRO (SHAKIRA) POS UMTS	0	0	0	0	0	0	0	0
3310118	SAMSUNG P1000 GALAXY TAB POS UMTS	0	0	0	0	0	0	0	0
3310120	SE J108i PLATA (CEDAR) POS UMTS	0	0	0	0	0	0	0	0
3320001	NOKIA 2610 NEGRO POSTPAGO SIGNATURE	0	0	0	0	0	0	0	0
3320007	NOKIA 5200 ROJO POSPAGO SIGNATURE	0	0	0	0	0	0	0	0
3320008	SAMSUNG X510 POSPAGO SIGNATURE	0	0	0	0	0	0	0	0
3320009	SAMSUNG E250 POSPAGO SIGNATURE	0	0	0	0	0	0	0	0
3320017	NOKIA 6086 POSPAGO SIGNATURE	0	0	0	0	0	0	0	0
3320018	SONYERICSSON W200 (MELINDA) POSPAGO SIG	0	0	0	0	0	0	0	0
3320022	NOKIA 6136 POSPAGO SIGNATURE	0	0	0	0	0	0	0	0
3320029	NOKIA 5200 NEGRO POS SIG	0	0	0	0	0	0	0	0
3320033	NOKIA 6301UMA POS SIG	0	0	0	0	0	0	0	0
3320034	SAMSUNG P180 (ALBIS) UMA POS SIG	0	0	0	0	0	0	0	0
3320035	SAMSUNG E250 NEGRO POS SIG	0	0	0	0	0	0	0	0
3320036	BLACKBERRY 8120 POS SIG	0	0	0	0	0	0	0	0
3320038	MOTOROLA Z6W (MARCO) POS SIG	0	0	0	0	0	0	0	0
3320045	LG KP235 POS SIG	0	0	0	0	0	0	0	0
3320051	SAMSUNG J700 VALENTINE PINK P	0	0	0	0	0	0	0	0
3320055	NOKIA 2680 AZUL POS SIG	0	0	0	0	0	0	0	0
3320056	NOKIA 2680 NARANJA POS SIG	0	0	0	0	0	0	0	0
3320058	SAMSUNG J700 AZUL SIG POSTPAGO	0	0	0	0	0	0	0	0
3320062	NOKIA 2680 GRIS POS SIG	0	0	0	0	0	0	0	0
3320066	LG KP501 PLATA POS SIG	0	0	0	0	0	0	0	0
3320072	SAMSUNG C3050 (Stratus S) NEGRO POS SIG	0	0	0	0	0	0	0	0
3320075	SAMSUNG S5230 STAR (ELY) NEGRO POS SIG	0	0	0	0	0	0	0	0
3320084	SAMSUNG C3050 (Stratus S) PLATA POS SIG	0	0	0	0	0	0	0	0
3320088	ORANGE AMSTERDAM ROJO POS SIG	0	0	0	0	0	0	0	0
3320091	NOKIA 2720 FOLD GRANATE POS SI	0	0	0	0	0	0	0	0
3320094	ORANGE MIAMI NEGRO POS SIG	0	0	0	0	0	0	0	0
3320095	ORANGE AMSTERDAM NARANJA POS SIG	0	0	0	0	0	0	0	0
3320096	SAMSUNG C3050 NEGRO 2GB POS SIG	0	0	0	0	0	0	0	0
3320097	SAMSUNG C3050 PLATA 2GB SIG	0	0	0	0	0	0	0	0
3320098	ORANGE LISBOA NEGRO POS SIG	0	0	0	0	0	0	0	0
3320099	ORANGE LISBOA BLANCO POS SIG	0	0	0	0	0	0	0	0
3320100	SAMSUNG C3050 ROSA POS SIG	0	0	0	0	0	0	0	0
3320106	SAMSUNG E2550 NEGRO (PINE) POS SIG	0	0	0	0	0	0	0	0
3320111	LG T310 ROSA (PLUM) POS SIG	0	0	0	0	0	0	0	0
3320113	LG T310 BLANCO (BOB ESPONJA) POS SIG	0	0	0	0	0	0	0	0
3330008	ZTE MF330 POS UMTS SIG	0	0	0	0	0	0	0	0
3330047	HTC P3450 (ELF) POS UMTS SIG	0	0	0	0	0	0	0	0
3330057	OPTION MODEM ICON2 7,2 B2C POS UMTS SIG	0	0	0	0	0	0	0	0
3330058	OPTION MODEM ICON2 7. 2S B2C POS UMTS SIG	0	0	0	0	0	0	0	0
3330069	OPTION MODEM USB GI225 (HSDPA) POS UM SI	0	0	0	0	0	0	0	0
3330072	LG KU580 (HERO)POS UMTS SIG	0	0	0	0	0	0	0	0
3330076	HTC CRUISE P3650 (POLARIS) POS UMTS SIG	0	0	0	0	0	0	0	0
3330078	MOTOROLA V9 (EMERALD) POS UMTS SIG	0	0	0	0	0	0	0	0
3330079	NOKIA 3120 CLASSIC POS UMTS SIG	0	0	0	0	0	0	0	0
3330083	HUAWEI E170 HSUPA STICK POS UMTS SIG	0	0	0	0	0	0	0	0
3330085	OPTION MODEM USB GI225 HS IEW UMT SG POS	0	0	0	0	0	0	0	0
3330086	HUAWEI E960 ROUTER POS UMTS SIG	0	0	0	0	0	0	0	0
